Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Ship Date,Year,Month
58788.0,2010-02-01,Low,31,983.78,0.04,Regular Air,43.72,30.98,6.5,Christopher Schild,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,Belkin ErgoBoardâ¢ Keyboard,Small Box,2010-02-03 00:00:00,2010,2
58947.0,2011-09-26,Not Specified,48,410.15,0.01,Regular Air,102.58,8.01,2.87,Helen Abelman,Manitoba,Prarie,Home Office,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,2011-09-26 00:00:00,2011,9
58947.0,2011-09-26,Not Specified,28,135.72,0.09,Regular Air,-67.79,4.98,5.02,Helen Abelman,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1989,Small Box,2011-09-27 00:00:00,2011,9
59074.0,2010-08-12,Low,37,589.63,0.03,Regular Air,70.8,14.98,8.99,Jack Lebron,British Columbia,West,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,2010-08-14 00:00:00,2010,8
59233.0,2010-08-20,High,3,336.84,0.08,Delivery Truck,-160.46,100.98,35.84,Jack Lebron,British Columbia,West,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,2010-08-22 00:00:00,2010,8
59233.0,2010-08-20,High,30,397.17,0.1,Express Air,7.69,14.34,5,Jack Lebron,British Columbia,West,Corporate,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,2010-08-20 00:00:00,2010,8
59425.0,2012-05-17,Medium,24,2094.12,0.0,Regular Air,717.12,83.1,6.13,Giulietta Baptist,British Columbia,West,Home Office,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,2012-05-19 00:00:00,2012,5
59425.0,2012-05-17,Medium,46,1714.02,0.04,Regular Air,741.27,37.94,5.08,Giulietta Baptist,British Columbia,West,Home Office,Office Supplies,Paper,"Snap-A-WayÂ® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,2012-05-20 00:00:00,2012,5
59750.0,2010-07-09,Low,34,223.59,0.04,Regular Air,-66.05,6.48,5.74,Jim Sink,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1994,Small Box,2010-07-13 00:00:00,2010,7
35.0,2011-10-22,Not Specified,30,288.56,0.03,Regular Air,60.72,9.11,2.25,Julie Creighton,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,2011-10-23 00:00:00,2011,10
35.0,2011-10-22,Not Specified,14,1892.848,0.01,Regular Air,48.987,155.99,8.99,Julie Creighton,British Columbia,West,Corporate,Technology,Telephones and Communication,CF 688,Small Box,2011-10-24 00:00:00,2011,10
294.0,2010-07-15,Medium,35,6375.28,0.06,Regular Air,489.02,193.17,19.99,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Fellowes StaxonsteelÂ® Drawer Files,Small Box,2010-07-16 00:00:00,2010,7
450.0,2011-03-04,Not Specified,29,1000.78,0.05,Express Air,109.33,34.58,8.99,Matt Collins,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,2011-03-05 00:00:00,2011,3
450.0,2011-03-04,Not Specified,35,543.72,0.05,Regular Air,-211.13,15.7,11.25,Matt Collins,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,2011-03-06 00:00:00,2011,3
1028.0,2009-01-05,High,6,165.75,0.03,Regular Air,-28.46,28.48,1.99,Matt Collins,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,2009-01-06 00:00:00,2009,1
1028.0,2009-01-05,High,11,2021.1470000000002,0.01,Regular Air,-60.39,205.99,5.99,Matt Collins,British Columbia,West,Consumer,Technology,Telephones and Communication,3285,Small Box,2009-01-07 00:00:00,2009,1
1314.0,2009-05-12,Medium,4,42.58,0.0,Regular Air,-7.61,9.27,4.39,Justin Knight,British Columbia,West,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,2009-05-14 00:00:00,2009,5
2279.0,2010-02-22,Medium,49,4577.18,0.0,Delivery Truck,205.83,90.98,30,Rob Haberlin,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,2010-02-23 00:00:00,2010,2
2279.0,2010-02-22,Medium,39,845.9,0.04,Regular Air,52.53,20.98,5.42,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Acco PermaÂ® 3000 Stacking Storage Drawers,Small Box,2010-02-24 00:00:00,2010,2
2465.0,2011-06-23,Critical,28,1082.45,0.04,Regular Air,271.87,39.48,1.99,Rob Haberlin,British Columbia,West,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,2011-06-25 00:00:00,2011,6
2530.0,2009-03-20,Medium,9,23.46,0.06,Regular Air,4.58,2.61,0.5,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Labels,Avery 479,Small Box,2009-03-22 00:00:00,2009,3
2883.0,2011-01-22,Low,34,2154.34,0.1,Regular Air,177.66,64.98,6.88,Rob Haberlin,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Boxâ¢ StaxonsteelÂ® Drawer File/Stacking System,Small Box,2011-01-24 00:00:00,2011,1
3362.0,2011-07-28,Low,40,1699.52,0.04,Regular Air,734.75,40.98,1.99,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,2011-08-01 00:00:00,2011,7
3362.0,2011-07-28,Low,50,760.85,0.03,Regular Air,-109.1,15.14,4.53,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Storage & Organization,EldonÂ® Gobal File Keepers,Small Box,2011-08-06 00:00:00,2011,7
5318.0,2010-04-03,High,8,1042.25,0.08,Regular Air,195.16,131.12,0.99,Matt Collins,British Columbia,West,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPieceÂ® HOMEOFFICE Power Control Center,Small Box,2010-04-05 00:00:00,2010,4
5318.0,2010-04-03,High,29,5010.7415,0.03,Express Air,1196.37,200.99,4.2,Matt Collins,British Columbia,West,Consumer,Technology,Telephones and Communication,2160i,Small Box,2010-04-04 00:00:00,2010,4
5988.0,2010-11-21,Not Specified,40,19109.61,0.1,Express Air,-379.29,499.99,24.49,Sanjit Chand,British Columbia,West,Home Office,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,2010-11-22 00:00:00,2010,11
6115.0,2010-09-11,Medium,25,409.08,0.1,Regular Air,78.86,17.78,5.03,Matt Collins,British Columbia,West,Consumer,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box,2010-09-12 00:00:00,2010,9
6337.0,2011-08-31,Not Specified,48,3397.72,0.01,Regular Air,-912.08,70.71,37.58,Justin Knight,British Columbia,West,Corporate,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,2011-09-02 00:00:00,2011,8
6337.0,2011-08-31,Not Specified,1,449.42,0.07,Delivery Truck,-261.612,376.13,85.63,Justin Knight,British Columbia,West,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,2011-09-01 00:00:00,2011,8
6434.0,2009-06-07,High,13,59.58,0.07,Regular Air,14.49,4.76,0.88,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,2009-06-07 00:00:00,2009,6
7136.0,2009-03-22,High,17,642.9,0.07,Regular Air,88.72,39.48,1.99,Lena Cacioppo,British Columbia,West,Home Office,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,2009-03-24 00:00:00,2009,3
7136.0,2009-03-22,High,9,47.28,0.0,Regular Air,17.05,4.91,0.5,Lena Cacioppo,British Columbia,West,Home Office,Office Supplies,Labels,Avery 493,Small Box,2009-03-24 00:00:00,2009,3
7489.0,2010-09-30,Critical,38,6900.13,0.01,Delivery Truck,552.97,180.98,23.58,Kimberly Carter,British Columbia,West,Home Office,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Jumbo Box,2010-10-03 00:00:00,2010,9
7968.0,2010-09-15,Low,10,1449.21,0.06,Delivery Truck,-270,150.98,30,Gene Hale,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,Jumbo Drum,2010-09-15 00:00:00,2010,9
8227.0,2010-01-10,Not Specified,32,162.25,0.05,Express Air,-43.21,4.77,2.39,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,2010-01-11 00:00:00,2010,1
9123.0,2010-06-26,Critical,27,384.9,0.07,Express Air,-108.28,14.03,9.37,Matt Collins,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,2010-06-27 00:00:00,2010,6
9792.0,2011-07-23,Low,14,84.09,0.02,Regular Air,-73.14,5.4,7.78,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,2011-07-23 00:00:00,2011,7
9860.0,2010-10-10,Critical,43,319.69,0.0,Regular Air,-73.66,7.28,3.52,Kimberly Carter,British Columbia,West,Home Office,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Small Pack,2010-10-11 00:00:00,2010,10
10310.0,2009-02-05,Low,48,139.86,0.07,Regular Air,9.59,2.88,1.01,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,2009-02-09 00:00:00,2009,2
10310.0,2009-02-05,Low,6,926.585,0.1,Regular Air,-655.424,195.99,3.99,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Telephones and Communication,R380,Small Box,2009-02-12 00:00:00,2009,2
10369.0,2011-11-09,Low,4,27.34,0.06,Regular Air,-12.38,5.78,4.96,Kimberly Carter,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1899,Small Box,2011-11-11 00:00:00,2011,11
10369.0,2011-11-09,Low,23,683.68,0.0,Regular Air,-95.54,28.48,8.99,Kimberly Carter,British Columbia,West,Home Office,Technology,Computer Peripherals,"Imation IBM Formatted Diskettes, 100/Pack",Small Pack,2011-11-14 00:00:00,2011,11
10692.0,2009-07-26,Low,26,100.41,0.04,Regular Air,-69.91,3.57,4.17,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,2009-07-28 00:00:00,2009,7
10692.0,2009-07-26,Low,48,8101.9875,0.05,Regular Air,2369.844,200.99,4.2,Rob Haberlin,British Columbia,West,Corporate,Technology,Telephones and Communication,2160i,Small Box,2009-07-30 00:00:00,2009,7
10692.0,2009-07-26,Low,8,1313.811,0.07,Regular Air,-457.16,195.99,8.99,Rob Haberlin,British Columbia,West,Corporate,Technology,Telephones and Communication,A1228,Small Box,2009-07-26 00:00:00,2009,7
11553.0,2009-04-18,Medium,28,1350.34,0.1,Express Air,-517.17,52.99,19.99,Justin Knight,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Small Box,2009-04-19 00:00:00,2009,4
11553.0,2009-04-18,Medium,8,861.26,0.07,Delivery Truck,-429.86,100.98,57.38,Justin Knight,British Columbia,West,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,2009-04-21 00:00:00,2009,4
11553.0,2009-04-18,Medium,20,1531.411,0.03,Regular Air,365.418,85.99,0.99,Justin Knight,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory34,Wrap Bag,2009-04-20 00:00:00,2009,4
11776.0,2012-02-24,Low,40,57.24,0.04,Express Air,-14.1,1.26,0.7,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,2012-02-24 00:00:00,2012,2
11782.0,2012-07-28,Low,46,247.21,0.02,Regular Air,-63.72,4.98,4.75,Marina Lichtenstein,British Columbia,West,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,2012-08-02 00:00:00,2012,7
11782.0,2012-07-28,Low,27,1541.781,0.07,Regular Air,14.346,66.99,13.99,Marina Lichtenstein,British Columbia,West,Corporate,Technology,Telephones and Communication,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Medium Box,2012-08-04 00:00:00,2012,7
12199.0,2011-12-14,Low,2,19,0.01,Regular Air,-10.7295,6.54,5.27,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson JonesÂ® Four-Pocket Poly Binders,Small Box,2011-12-19 00:00:00,2011,12
12199.0,2011-12-14,Low,50,8289.51,0.01,Regular Air,3051.62,155.06,7.07,Justin Knight,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,2011-12-18 00:00:00,2011,12
14275.0,2010-06-13,Low,20,42.22,0.04,Regular Air,-7.728,2.08,1.49,Gene Hale,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,2010-06-15 00:00:00,2010,6
14275.0,2010-06-13,Low,4,653.44,0.06,Delivery Truck,-187.75,160.98,30,Gene Hale,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,2010-06-15 00:00:00,2010,6
14535.0,2010-10-01,Not Specified,22,245.96,0.03,Regular Air,-33.82,11.29,5.03,Gene Hale,British Columbia,West,Consumer,Office Supplies,Storage & Organization,X-Rackâ¢ File for Hanging Folders,Small Box,2010-10-02 00:00:00,2010,10
15329.0,2012-04-27,High,34,1014.87,0.04,Express Air,319.52,29.89,1.99,Rob Haberlin,British Columbia,West,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,2012-04-27 00:00:00,2012,4
15621.0,2011-09-24,Critical,18,35.51,0.02,Express Air,-13.95,1.68,1.57,Gene Hale,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,2011-09-25 00:00:00,2011,9
15621.0,2011-09-24,Critical,39,1105.66,0.02,Regular Air,-136.2,28.28,13.99,Gene Hale,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,2011-09-24 00:00:00,2011,9
17826.0,2012-06-30,High,18,78.93,0.04,Regular Air,-88.6075,3.89,7.01,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,2012-07-01 00:00:00,2012,6
17926.0,2011-11-10,Critical,37,608.33,0.02,Regular Air,-70.04,15.31,8.78,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon Jumbo ProFileâ¢ Portable File Boxes Graphite/Black,Small Box,2011-11-12 00:00:00,2011,11
18247.0,2009-11-05,Not Specified,20,155.8,0.0,Regular Air,27.22,7.59,4,Rob Haberlin,British Columbia,West,Corporate,Furniture,Office Furnishings,"Master Giant FootÂ® Doorstop, Safety Yellow",Wrap Bag,2009-11-06 00:00:00,2009,11
18471.0,2009-02-19,Not Specified,37,226.65,0.0,Regular Air,46.41,5.98,0.96,Justin Knight,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,2009-02-20 00:00:00,2009,2
18471.0,2009-02-19,Not Specified,4,10.96,0.02,Regular Air,-8.02,2.08,2.56,Justin Knight,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",KleencutÂ® Forged Office Shears by Acme United Corporation,Small Pack,2009-02-20 00:00:00,2009,2
18471.0,2009-02-19,Not Specified,29,185.61,0.02,Regular Air,-47.12,5.98,5.46,Justin Knight,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1983,Small Box,2009-02-20 00:00:00,2009,2
19813.0,2010-03-02,Critical,29,1098.5059999999999,0.05,Regular Air,218.727,45.99,2.5,Lena Cacioppo,British Columbia,West,Home Office,Technology,Telephones and Communication,T61,Small Box,2010-03-03 00:00:00,2010,3
20322.0,2009-06-28,Critical,46,160.27,0.06,Regular Air,-183.356,3.58,5.47,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,2009-06-30 00:00:00,2009,6
20322.0,2009-06-28,Critical,46,4601.02,0.09,Delivery Truck,-129.53,100.98,35.84,Seth Vernon,British Columbia,West,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,2009-06-28 00:00:00,2009,6
20322.0,2009-06-28,Critical,15,89.89,0.1,Regular Air,-72.28,5.78,7.96,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 196,Small Box,2009-06-28 00:00:00,2009,6
20422.0,2009-01-26,High,30,447.33,0.03,Regular Air,115.21,14.34,5,Gene Hale,British Columbia,West,Consumer,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,2009-01-27 00:00:00,2009,1
20448.0,2011-08-02,Critical,23,104.82,0.02,Express Air,6.84,3.69,2.5,Luke Weiss,British Columbia,West,Corporate,Office Supplies,Envelopes,Colored Envelopes,Small Box,2011-08-03 00:00:00,2011,8
21892.0,2010-07-04,High,6,34.88,0.06,Regular Air,-18.3425,4.91,4.97,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,2010-07-06 00:00:00,2010,7
22980.0,2012-10-01,Not Specified,17,224.09,0.0,Regular Air,-27.92,12.44,6.27,Rob Haberlin,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon SimplefileÂ® Box OfficeÂ®,Medium Box,2012-10-02 00:00:00,2012,10
23907.0,2011-07-14,Not Specified,7,384.2,0.05,Regular Air,-164.46099999999998,65.99,2.5,Julie Creighton,British Columbia,West,Corporate,Technology,Telephones and Communication,6190,Small Box,2011-07-14 00:00:00,2011,7
24064.0,2010-07-25,Medium,23,6366.52,0.07,Delivery Truck,935.8000000000005,297.64,14.7,Sanjit Chand,British Columbia,West,Home Office,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,2010-07-28 00:00:00,2010,7
24132.0,2009-07-06,Low,4,31.01,0.03,Regular Air,-4.485,6.75,2.99,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLockÂ® D-Ring Binders,Small Box,2009-07-11 00:00:00,2009,7
24132.0,2009-07-06,Low,46,331.83,0.05,Regular Air,-101.24600000000001,7.1,6.05,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,2009-07-06 00:00:00,2009,7
24132.0,2009-07-06,Low,22,446.46,0.04,Regular Air,-1.88,20.95,4,Justin Knight,British Columbia,West,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,2009-07-11 00:00:00,2009,7
24132.0,2009-07-06,Low,31,1252.89,0.05,Regular Air,339.745,39.06,10.55,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Small Box,2009-07-13 00:00:00,2009,7
24132.0,2009-07-06,Low,12,47.79,0.04,Regular Air,-57.753,3.52,6.83,Justin Knight,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,2009-07-15 00:00:00,2009,7
24132.0,2009-07-06,Low,3,63.84,0.02,Regular Air,-47.97,15.51,17.78,Justin Knight,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,2009-07-13 00:00:00,2009,7
24576.0,2012-12-11,Not Specified,29,531.063,0.03,Regular Air,24.561,20.99,4.81,Luke Weiss,British Columbia,West,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,2012-12-13 00:00:00,2012,12
24576.0,2012-12-11,Not Specified,10,152.84,0.05,Regular Air,38.02,14.58,7.4,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,2012-12-13 00:00:00,2012,12
25248.0,2011-12-01,Medium,33,271.14,0.05,Express Air,29.21,8.33,1.99,Christina Vanderzanden,British Columbia,West,Small Business,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,2011-12-03 00:00:00,2011,12
25248.0,2011-12-01,Medium,26,1150.3,0.1,Regular Air,418.19,48.91,5.81,Christina Vanderzanden,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1891,Small Box,2011-12-02 00:00:00,2011,12
25475.0,2009-04-04,Critical,49,305.96,0.06,Regular Air,-191.49,6.48,7.49,Lena Cacioppo,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 220,Small Box,2009-04-04 00:00:00,2009,4
26978.0,2010-06-25,Medium,2,48.84,0.01,Regular Air,-21.2,18.97,9.03,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,2010-06-26 00:00:00,2010,6
27105.0,2011-02-16,Not Specified,37,223.74,0.01,Regular Air,39.63,5.98,2.5,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Envelopes,Wausau Papers AstrobrightsÂ® Colored Envelopes,Small Box,2011-02-17 00:00:00,2011,2
27105.0,2011-02-16,Not Specified,2,26.82,0.0,Regular Air,26.21,10.4,5.4,Sanjit Chand,British Columbia,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,2011-02-17 00:00:00,2011,2
28068.0,2010-08-26,Low,23,631.99,0.08,Regular Air,-43.96,27.48,4,Julie Creighton,British Columbia,West,Corporate,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,2010-08-28 00:00:00,2010,8
28802.0,2010-11-04,High,23,413.8,0.08,Express Air,51.36,17.67,8.99,Sanjit Chand,British Columbia,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,2010-11-06 00:00:00,2010,11
28802.0,2010-11-04,High,36,336.25,0.0,Express Air,25.95,8.34,4.82,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,2010-11-07 00:00:00,2010,11
28802.0,2010-11-04,High,22,4001.4684999999995,0.02,Regular Air,884.907,205.99,3,Sanjit Chand,British Columbia,West,Home Office,Technology,Telephones and Communication,6185,Small Box,2010-11-06 00:00:00,2010,11
28839.0,2009-04-28,Low,30,102.95,0.06,Express Air,-175.86,3.34,7.49,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,"Eldon SpacemakerÂ® Box, Quick-Snap Lid, Clear",Wrap Bag,2009-04-30 00:00:00,2009,4
29252.0,2009-08-06,Low,9,65.81,0.01,Regular Air,-15.44,6.48,5.19,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1995,Small Box,2009-08-10 00:00:00,2009,8
31941.0,2009-03-18,Medium,32,2564.45,0.01,Express Air,650.73,78.65,13.99,Kimberly Carter,British Columbia,West,Small Business,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box,2009-03-19 00:00:00,2009,3
31941.0,2009-03-18,Medium,7,53.55,0.07,Regular Air,-43.5,6.48,9.68,Kimberly Carter,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1993,Small Box,2009-03-20 00:00:00,2009,3
32418.0,2009-01-05,Not Specified,5,1244.19,0.08,Delivery Truck,-131.31,243.98,43.32,Marina Lichtenstein,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,2009-01-06 00:00:00,2009,1
34241.0,2012-10-08,Low,4,207.55,0.08,Regular Air,16.23,52.71,2.5,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Small Box,2012-10-08 00:00:00,2012,10
34816.0,2010-11-05,Not Specified,29,1158.45,0.1,Regular Air,267.16,41.71,4.5,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,2010-11-05 00:00:00,2010,11
34816.0,2010-11-05,Not Specified,43,2568.71,0.1,Regular Air,590.77,60.98,19.99,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,2010-11-07 00:00:00,2010,11
35011.0,2012-12-10,Not Specified,14,154.45,0.09,Regular Air,-2.31,10.98,3.37,Luke Weiss,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",FiskarsÂ® Softgrip Scissors,Small Pack,2012-12-12 00:00:00,2012,12
36068.0,2009-02-05,Critical,23,6133.18,0.06,Delivery Truck,1243.17,279.81,23.19,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,2009-02-06 00:00:00,2009,2
36930.0,2011-09-28,Medium,34,2632.4755,0.01,Regular Air,1325.817,85.99,3.3,Michelle Arnett,British Columbia,West,Home Office,Technology,Telephones and Communication,Accessory20,Small Pack,2011-09-30 00:00:00,2011,9
37315.0,2012-06-05,Low,43,170.81,0.1,Regular Air,-133.68,4.28,5.17,Luke Weiss,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1971,Small Box,2012-06-12 00:00:00,2012,6
37315.0,2012-06-05,Low,31,4726.594999999999,0.05,Express Air,1176.48,175.99,4.99,Luke Weiss,British Columbia,West,Corporate,Technology,Telephones and Communication,5165,Small Box,2012-06-12 00:00:00,2012,6
37925.0,2010-09-26,Medium,46,3780.16,0.1,Delivery Truck,1265.82,90.97,14,Luke Weiss,British Columbia,West,Corporate,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,2010-09-27 00:00:00,2010,9
37925.0,2010-09-26,Medium,31,1784.048,0.05,Regular Air,394.452,65.99,3.99,Luke Weiss,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,2010-09-27 00:00:00,2010,9
38021.0,2009-01-21,Medium,46,1482.01,0.02,Regular Air,709.325,30.44,1.49,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Premier Elliptical Ring Binder, Black",Small Box,2009-01-23 00:00:00,2009,1
38336.0,2012-10-05,Critical,14,91.75,0.07,Regular Air,2.822,6.75,2.99,Julie Creighton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLockÂ® D-Ring Binders,Small Box,2012-10-06 00:00:00,2012,10
